1 34 1
2 18 1
2 41 1
2 1161 1
3 32 1
4 28 1
5 430 1
5 1478 1
6 17 1
6 1038 1
6 1354 1
6 1788 1
7 24 1
8 19 1
8 40 1
8 1733 1
10 17 1
10 38 1
11 26 1
11 367 1
12 1922 1
13 24 1
13 695 1
14 224 1
15 185 1
16 1737 1
17 9 1
17 10 1
17 21 1
18 18 1
18 1573 1
19 23 1
20 32 1
20 284 1
20 455 1
20 1064 1
20 1297 1
20 1449 1
20 1641 1
20 1804 1
21 1 1
21 1630 1
22 31 1
22 338 1
22 370 1
22 590 1
22 1139 1
22 1546 1
23 100 1
23 318 1
23 953 1
23 1021 1
23 1371 1
23 1383 1
23 1751 1
23 1999 1
24 15 1
24 222 1
25 972 1
25 1344 1
25 1589 1
26 17 1
27 498 1
27 1463 1
27 1961 1
27 2018 1
28 31 1
28 1167 1
29 12 1
29 20 1
29 2046 1
30 37 1
31 13 1
32 12 1
32 17 1
32 178 1
33 16 1
34 27 1
34 1032 1
34 1549 1
35 1366 1
35 1712 1
36 36 1
36 405 1
36 468 1
36 557 1
36 700 1
36 1156 1
36 2045 1
37 29 1
37 34 1
37 141 1
37 899 1
38 15 1
38 18 1
38 703 1
38 1062 1
38 1097 1
38 2010 1
39 150 1
39 364 1
39 501 1
39 681 1
39 731 1
39 1343 1
39 1695 1
39 1813 1
40 16 1
40 184 1
40 909 1
40 1867 1
41 39 1
41 456 1
41 524 1
41 1059 1
41 1330 1
42 6 1
42 276 1
42 321 1
42 354 1
42 1567 1
42 1866 1
43 25 1
43 129 1
43 1457 1
43 1844 1
44 37 1
44 925 1
45 8 1
45 34 1
45 1107 1
45 1310 1
46 1 1
46 22 1
48 5 1
48 35 1
48 40 1
49 2 1
49 982 1
49 1531 1
49 1860 1
50 12 1
51 20 1
51 325 1
51 822 1
52 440 1
52 1099 1
53 12 1
53 15 1
54 1147 1
55 345 1
55 652 1
56 2 1
56 1184 1
57 9 1
57 22 1
57 31 1
58 13 1
58 473 1
58 786 1
58 914 1
58 1235 1
59 25 1
59 615 1
59 1272 1
60 380 1
60 1828 1
60 1952 1
61 3 1
61 140 1
62 34 1
62 1176 1
63 313 1
63 1228 1
63 2003 1
64 12 1
65 16 1
65 1101 1
65 1334 1
66 7 1
66 16 1
67 39 1
67 1891 1
68 13 1
70 7 1
70 15 1
70 412 1
70 675 1
70 691 1
70 996 1
72 11 1
72 34 1
72 1431 1
73 173 1
73 545 1
73 1662 1
74 4 1
74 5 1
74 326 1
74 1723 1
75 1841 1
76 4 1
76 21 1
76 37 1
76 38 1
76 773 1
76 957 1
77 28 1
77 413 1
77 677 1
77 715 1
77 779 1
77 789 1
77 1432 1
77 1453 1
78 741 1
79 4 1
79 265 1
79 584 1
79 617 1
79 1458 1
80 10 1
80 40 1
80 336 1
80 717 1
80 1559 1
81 22 1
81 578 1
81 601 1
81 613 1
81 1293 1
81 1978 1
82 1045 1
83 368 1
83 461 1
84 2 1
84 40 1
84 938 1
84 1770 1
85 14 1
85 24 1
86 23 1
86 1932 1
87 25 1
87 38 1
87 40 1
87 1171 1
87 1805 1
88 18 1
88 30 1
88 534 1
88 1852 1
89 41 1
89 750 1
89 1329 1
90 20 1
90 22 1
90 419 1
90 1670 1
90 1680 1
90 1914 1
91 13 1
91 2037 1
92 6 1
92 23 1
92 35 1
92 196 1
92 548 1
92 1058 1
92 1780 1
93 781 1
93 1358 1
94 16 1
94 93 1
94 994 1
94 1027 1
94 1544 1
94 1591 1
94 1853 1
95 40 1
95 190 1
96 640 1
96 823 1
97 19 1
97 1645 1
98 13 1
98 26 1
98 467 1
98 599 1
98 941 1
98 1849 1
98 2048 1
99 18 1
99 41 1
99 682 1
99 1079 1
100 806 1
100 1289 1
101 17 1
101 917 1
101 1666 1
101 1775 1
102 29 1
102 37 1
103 1061 1
103 1496 1
103 2002 1
105 34 1
105 38 1
105 118 1
106 21 1
106 213 1
106 475 1
106 1313 1
106 1640 1
106 1832 1
107 24 1
107 37 1
107 40 1
107 594 1
107 904 1
107 1175 1
107 1858 1
107 2041 1
108 857 1
108 1063 1
108 1410 1
109 24 1
109 41 1
109 1025 1
110 23 1
110 663 1
111 31 1
111 34 1
111 928 1
111 1586 1
112 35 1
112 285 1
113 4 1
113 5 1
113 13 1
113 14 1
113 1076 1
113 1164 1
114 137 1
114 1172 1
115 22 1
115 1710 1
116 23 1
117 112 1
118 10 1
118 14 1
118 1885 1
119 15 1
119 24 1
119 910 1
120 4 1
120 12 1
120 25 1
120 39 1
120 192 1
121 19 1
121 1820 1
122 1154 1
123 1 1
123 6 1
123 13 1
123 16 1
123 302 1
125 6 1
125 146 1
125 1203 1
125 1998 1
127 1592 1
128 18 1
128 22 1
129 14 1
129 1215 1
130 4 1
130 250 1
131 20 1
131 919 1
132 7 1
132 35 1
133 7 1
133 29 1
133 152 1
133 1863 1
134 21 1
134 26 1
135 493 1
135 582 1
135 1475 1
135 1971 1
136 1576 1
136 1809 1
137 16 1
137 23 1
137 40 1
137 754 1
137 1500 1
138 332 1
138 580 1
138 621 1
138 1672 1
138 1728 1
139 1 1
139 7 1
140 13 1
140 16 1
140 25 1
140 27 1
140 882 1
141 16 1
141 22 1
142 20 1
142 38 1
144 21 1
144 260 1
144 438 1
144 725 1
145 11 1
146 35 1
147 33 1
148 13 1
148 26 1
148 1474 1
149 35 1
149 1233 1
150 2 1
150 1900 1
151 1405 1
151 1697 1
152 179 1
152 1292 1
152 1883 1
153 404 1
153 697 1
153 886 1
153 1022 1
153 1525 1
153 1587 1
153 1620 1
153 1936 1
154 205 1
154 309 1
154 322 1
154 815 1
154 937 1
154 1127 1
154 1132 1
154 1204 1
154 1749 1
155 245 1
155 920 1
155 1505 1
156 436 1
157 116 1
157 174 1
157 1018 1
158 143 1
158 709 1
159 1660 1
160 986 1
160 1831 1
161 242 1
162 279 1
162 955 1
162 1165 1
164 1528 1
164 1602 1
165 441 1
165 1340 1
165 1521 1
165 1605 1
165 1731 1
166 166 1
166 1192 1
166 1857 1
167 690 1
167 1276 1
167 1288 1
167 2015 1
168 704 1
168 892 1
168 1055 1
168 1129 1
168 1152 1
168 1970 1
169 114 1
169 1244 1
169 1400 1
169 1758 1
169 1839 1
169 1847 1
169 1954 1
170 90 1
170 197 1
170 476 1
170 733 1
170 753 1
170 762 1
170 1138 1
170 1725 1
170 1768 1
171 194 1
171 585 1
171 586 1
172 386 1
172 463 1
172 1189 1
173 689 1
173 1905 1
173 2035 1
174 530 1
176 1252 1
176 1306 1
176 1424 1
176 1613 1
180 1013 1
180 1290 1
182 1689 1
183 847 1
184 131 1
184 327 1
184 572 1
184 1200 1
184 1302 1
185 256 1
185 320 1
185 1113 1
185 1584 1
185 1903 1
185 1995 1
185 2007 1
186 211 1
186 416 1
186 1112 1
186 1224 1
186 1295 1
186 1709 1
186 1711 1
186 1834 1
186 1935 1
187 803 1
187 884 1
187 1538 1
187 1876 1
187 2042 1
188 225 1
188 230 1
188 236 1
188 296 1
188 448 1
188 483 1
188 1509 1
188 1750 1
189 612 1
189 774 1
189 2029 1
190 1150 1
191 86 1
191 1141 1
191 1791 1
192 927 1
194 1762 1
198 451 1
199 726 1
199 1068 1
200 699 1
200 1029 1
200 1039 1
200 1571 1
200 1656 1
201 107 1
201 471 1
201 1120 1
201 1489 1
201 1869 1
202 92 1
202 124 1
202 158 1
202 347 1
202 523 1
202 624 1
202 637 1
202 802 1
202 862 1
202 900 1
202 1510 1
202 1608 1
202 1684 1
202 1784 1
203 414 1
203 533 1
203 1042 1
203 1052 1
203 1316 1
203 1353 1
203 1382 1
203 1403 1
203 1882 1
204 167 1
204 180 1
204 597 1
204 1016 1
204 1051 1
204 1308 1
204 1618 1
205 106 1
205 921 1
205 1130 1
205 1773 1
205 1923 1
206 1342 1
206 1534 1
206 1864 1
207 291 1
207 1033 1
207 1201 1
207 1568 1
208 1086 1
208 1166 1
208 1574 1
209 1429 1
211 248 1
211 1119 1
213 255 1
213 1398 1
216 340 1
216 1260 1
216 1365 1
217 494 1
217 843 1
217 863 1
217 981 1
217 1719 1
218 879 1
218 911 1
218 1428 1
218 1512 1
219 317 1
219 627 1
219 2047 1
220 595 1
220 991 1
220 1261 1
220 1427 1
220 1765 1
221 261 1
221 670 1
221 1181 1
221 1774 1
222 1603 1
223 177 1
223 701 1
223 1049 1
223 1889 1
