2 420 1
3 20 1
3 160 1
3 343 1
3 530 1
3 1804 1
4 6 1
5 51 1
5 459 1
5 491 1
6 1549 1
7 28 1
8 576 1
9 30 1
10 600 1
11 6 1
11 116 1
12 38 1
16 427 1
17 1 1
17 7 1
17 379 1
17 750 1
18 14 1
18 59 1
18 1061 1
19 17 1
19 38 1
20 196 1
21 57 1
21 272 1
22 32 1
22 351 1
22 488 1
22 493 1
23 475 1
23 552 1
25 23 1
25 37 1
25 106 1
25 149 1
25 498 1
25 538 1
25 551 1
25 590 1
25 829 1
25 1508 1
26 564 1
27 16 1
27 45 1
27 58 1
28 74 1
28 98 1
28 384 1
28 703 1
29 212 1
29 690 1
30 152 1
30 501 1
30 593 1
30 712 1
31 105 1
31 487 1
31 688 1
31 1453 1
32 20 1
32 25 1
32 35 1
32 73 1
32 649 1
32 683 1
33 9 1
33 419 1
34 41 1
34 345 1
35 24 1
35 49 1
35 261 1
35 691 1
36 26 1
36 412 1
37 354 1
37 365 1
38 415 1
39 27 1
39 42 1
39 380 1
40 485 1
41 3 1
41 30 1
41 322 1
41 513 1
42 2 1
42 8 1
44 12 1
44 184 1
45 632 1
46 128 1
47 7 1
47 19 1
47 91 1
47 114 1
47 325 1
47 700 1
48 48 1
48 118 1
48 321 1
49 168 1
50 506 1
50 681 1
51 21 1
51 226 1
53 609 1
53 883 1
55 27 1
56 58 1
56 759 1
57 4 1
57 87 1
60 14 1
60 1978 1
61 548 1
62 14 1
62 39 1
63 38 1
63 313 1
63 675 1
65 582 1
66 59 1
66 613 1
68 329 1
68 719 1
69 561 1
70 9 1
72 40 1
73 15 1
73 60 1
73 66 1
73 110 1
73 334 1
73 575 1
74 72 1
74 290 1
75 19 1
75 23 1
75 724 1
76 90 1
77 36 1
78 4 1
78 10 1
78 50 1
79 56 1
79 71 1
79 192 1
79 364 1
79 516 1
80 93 1
80 563 1
80 586 1
81 28 1
81 33 1
81 651 1
82 953 1
83 97 1
83 477 1
84 28 1
84 438 1
84 537 1
84 645 1
87 29 1
87 86 1
87 680 1
87 1623 1
89 204 1
89 283 1
89 453 1
90 17 1
90 462 1
90 489 1
91 13 1
91 289 1
91 374 1
91 400 1
91 1952 1
92 480 1
93 43 1
93 1680 1
94 385 1
94 962 1
96 10 1
96 76 1
96 124 1
96 1556 1
97 96 1
97 121 1
99 5 1
99 31 1
99 103 1
100 141 1
100 534 1
102 112 1
103 33 1
104 109 1
104 1675 1
105 83 1
108 170 1
110 9 1
110 407 1
111 17 1
111 56 1
112 714 1
113 85 1
114 8 1
115 58 1
115 382 1
116 424 1
116 525 1
118 42 1
119 18 1
119 42 1
120 46 1
120 195 1
120 384 1
120 404 1
121 1 1
121 62 1
121 84 1
122 30 1
122 107 1
123 1804 1
124 89 1
124 99 1
124 620 1
124 1453 1
125 35 1
125 239 1
125 249 1
126 73 1
126 190 1
127 3 1
127 8 1
127 40 1
127 88 1
127 253 1
127 441 1
127 488 1
127 506 1
127 509 1
127 765 1
127 829 1
128 161 1
128 341 1
128 528 1
128 1345 1
128 1813 1
129 54 1
129 70 1
129 120 1
129 456 1
129 608 1
129 629 1
130 183 1
130 285 1
130 316 1
130 365 1
130 491 1
130 564 1
131 13 1
131 65 1
131 1125 1
132 43 1
132 412 1
132 475 1
133 815 1
133 860 1
134 632 1
136 368 1
137 8 1
137 11 1
137 590 1
138 452 1
138 1090 1
139 34 1
139 52 1
139 53 1
139 115 1
139 186 1
139 373 1
139 420 1
140 20 1
140 117 1
140 505 1
140 2039 1
143 58 1
145 51 1
145 148 1
146 48 1
146 305 1
146 570 1
146 782 1
147 57 1
147 1508 1
148 19 1
149 30 1
149 55 1
149 116 1
156 459 1
161 37 1
161 501 1
167 379 1
168 94 1
168 552 1
168 750 1
171 16 1
171 100 1
172 26 1
172 61 1
172 78 1
172 98 1
172 345 1
172 691 1
172 1680 1
173 185 1
173 600 1
174 74 1
174 384 1
175 45 1
175 538 1
176 5 1
176 209 1
176 625 1
176 712 1
177 2 1
177 21 1
177 184 1
177 351 1
177 415 1
177 535 1
177 683 1
178 79 1
178 159 1
178 212 1
178 690 1
179 25 1
179 59 1
179 92 1
179 104 1
179 105 1
179 204 1
179 498 1
179 703 1
180 196 1
180 325 1
180 328 1
180 417 1
180 424 1
180 530 1
180 578 1
180 752 1
180 1549 1
181 27 1
181 75 1
181 102 1
181 278 1
181 302 1
181 493 1
181 537 1
182 36 1
182 60 1
182 121 1
182 142 1
182 487 1
183 67 1
184 64 1
184 110 1
184 221 1
184 502 1
184 587 1
184 621 1
185 47 1
185 101 1
185 309 1
185 321 1
185 329 1
185 357 1
185 1061 1
186 6 1
186 12 1
186 68 1
186 87 1
186 128 1
186 146 1
186 481 1
187 354 1
188 261 1
188 613 1
188 700 1
189 113 1
189 149 1
189 152 1
189 338 1
190 49 1
190 563 1
190 883 1
191 276 1
191 593 1
192 81 1
192 419 1
192 561 1
192 1952 1
193 858 1
194 380 1
198 82 1
201 39 1
750 2048 0
