2 27 1
2 1178 1
3 32 1
3 1125 1
3 1531 1
4 25 1
5 40 1
5 1623 1
6 6 1
7 910 1
8 4 1
10 16 1
12 8 1
12 313 1
13 1061 1
14 52 1
14 65 1
14 404 1
15 1 1
15 2 1
15 28 1
15 1329 1
16 11 1
16 21 1
16 114 1
16 322 1
16 419 1
16 609 1
16 640 1
18 3 1
18 9 1
18 13 1
18 20 1
18 606 1
18 1508 1
18 1675 1
19 18 1
19 329 1
19 717 1
20 22 1
20 384 1
20 481 1
20 1363 1
21 16 1
21 564 1
21 765 1
22 22 1
22 196 1
22 309 1
23 475 1
23 681 1
23 750 1
24 50 1
24 74 1
24 87 1
24 99 1
24 116 1
24 344 1
24 351 1
24 364 1
24 551 1
24 691 1
25 24 1
25 96 1
25 102 1
25 161 1
25 305 1
25 462 1
25 530 1
25 545 1
25 561 1
25 835 1
25 1680 1
26 186 1
26 328 1
26 1780 1
26 1813 1
27 14 1
27 59 1
27 60 1
27 112 1
27 148 1
27 468 1
27 516 1
28 249 1
28 608 1
29 11 1
29 276 1
29 436 1
29 459 1
30 55 1
30 184 1
30 285 1
30 427 1
30 600 1
31 94 1
31 1988 1
32 43 1
32 73 1
32 261 1
32 570 1
33 45 1
33 590 1
34 456 1
34 465 1
35 39 1
35 93 1
35 541 1
36 4 1
36 106 1
36 379 1
37 12 1
37 82 1
37 239 1
37 245 1
37 501 1
38 44 1
38 424 1
39 75 1
39 83 1
39 1856 1
41 51 1
42 1706 1
45 7 1
46 2 1
46 5 1
48 36 1
49 34 1
53 27 1
53 40 1
57 32 1
59 2 1
59 58 1
60 13 1
62 5 1
63 35 1
63 78 1
64 505 1
65 31 1
65 212 1
66 60 1
66 548 1
67 13 1
67 14 1
67 105 1
67 325 1
67 781 1
68 53 1
69 110 1
69 1116 1
70 26 1
70 48 1
70 57 1
70 1501 1
72 60 1
72 66 1
72 362 1
72 487 1
72 1809 1
73 35 1
73 124 1
73 829 1
73 858 1
74 109 1
74 259 1
74 321 1
74 485 1
75 2 1
75 58 1
75 70 1
75 104 1
75 113 1
76 108 1
76 237 1
77 15 1
77 85 1
77 121 1
77 341 1
77 712 1
78 61 1
78 204 1
79 18 1
79 209 1
79 528 1
79 646 1
80 58 1
80 420 1
80 576 1
80 752 1
81 95 1
82 22 1
82 107 1
82 160 1
82 192 1
82 412 1
83 10 1
83 683 1
83 1292 1
84 38 1
84 49 1
85 415 1
86 56 1
86 407 1
87 62 1
87 72 1
88 1178 1
89 8 1
90 477 1
91 575 1
94 10 1
95 86 1
96 23 1
98 9 1
102 23 1
102 680 1
103 2 1
103 8 1
103 16 1
105 39 1
105 478 1
107 1 1
107 54 1
108 639 1
108 782 1
109 36 1
109 40 1
109 88 1
109 152 1
110 12 1
110 28 1
111 552 1
112 161 1
112 313 1
112 374 1
112 613 1
113 10 1
113 73 1
113 232 1
114 19 1
114 345 1
115 58 1
115 488 1
116 45 1
116 64 1
116 84 1
116 98 1
116 195 1
116 384 1
116 606 1
117 186 1
117 681 1
117 860 1
117 1531 1
118 253 1
118 1107 1
